s_ID,s_Tag,sub_ID,sub_Title,Contributors,Abstract,Keywords,Topic,Link
sess280,"Full Conference, Full Conference Supporter, Experience, Exhibitor Full Conference, Exhibitor Experience",artg_121,Spambots,Neil Mendoza,Spambots explores what would happen if machine learning was used to empower a group of robotic Spam cans to tell their tales.,"cans, empower, explores",General Research,https://s2024.conference-program.org/presentation/?id=artg_121&sess=sess280
sess280,"Full Conference, Full Conference Supporter, Experience, Exhibitor Full Conference, Exhibitor Experience",artg_125,Love letters without the recipient,Ziyao Lin,"Love Letters without the Recipient combines artificial intelligence technology, artistic expression, and Eastern philosophy. An AI writing machine continuously performs the futile task of writing ephemeral love letters, infused with the concepts of self-attachment and the impermanence of Eastern Zen philosophy. In this installation, AI becomes the projection of human desires, and the natural imagery generated by AI reflects the Eastern aesthetic of placing emotions in nature.","ai, eastern, letters",General Research,https://s2024.conference-program.org/presentation/?id=artg_125&sess=sess280
sess280,"Full Conference, Full Conference Supporter, Experience, Exhibitor Full Conference, Exhibitor Experience",artg_134,Cybernetic Oracle,Hannen Wolfe,"Do Large Language Models produce the truth or technological hallucinations? Cybernetic Oracle invites visitors to use cartomancy to gain insight into their past, present and future with a deck of 78 tarot cards and a book of tarot card interpretations designed by the artist in collaboration with generative AI models. The symbolic nature of tarot cards to emphasize generative AI’s predisposition for archetypal representation. The work questions Large Language Models' understanding and interpretation of reality drawing parallels between querying a generative AI model for information and divination.","ai, models, tarot",General Research,https://s2024.conference-program.org/presentation/?id=artg_134&sess=sess280
sess280,"Full Conference, Full Conference Supporter, Experience, Exhibitor Full Conference, Exhibitor Experience",artg_158,Rage Against the Archive,Anshul Roy,"Rage Against the Archive' is an experimental browser-based video that critically probes how the New York Public Library's website catalogs and displays dehumanizing ethnographic photos from the 19th-century colonial-era publication ‘The People of India,’ questioning capitalism’s infusion with the archival process, and documents the hacking methodology used to insert different texts using HTML in a symbolic act of Electronic Civil Disobedience.","19th, infusion, insert",General Research,https://s2024.conference-program.org/presentation/?id=artg_158&sess=sess280
sess280,"Full Conference, Full Conference Supporter, Experience, Exhibitor Full Conference, Exhibitor Experience",artg_172,I Tell the Moon My Secret and the Moon Tells Me Yours,Zoe Qi-Jing Li,"The robotic arm repeatedly depicts the waveform of the collected secrets, creating light painting photographs with the involvement of Moon. Only when the Moon appears within its field of view can the waveform of the secret be successfully captured by the camera with a long exposure. The visual is determined by the natural environment — only when the Moon is bright and clear in the night sky can this secret possibly be conveyed. The project experiments on the synergic dynamics among uncontrollable natural environments, a precise data-driven robot system and humans, depicting the interconnection between these parties.","moon, natural, waveform",General Research,https://s2024.conference-program.org/presentation/?id=artg_172&sess=sess280
sess280,"Full Conference, Full Conference Supporter, Experience, Exhibitor Full Conference, Exhibitor Experience",artg_186,Algorithmic Amplification,"Theodoros Papatheodorou, Jesse Wolpert, Sam Gentle","Algorithmic Amplification leverages LLMs and instant voice cloning to create a tangible representation of digital echo chambers, highlighting how language shapes perceptions and reinforces beliefs. It examines AI's effect on language and culture, revealing a paradox: while LLMs are a major AI advancement, they can also amplify societal biases. Participants insert their upper body into an enclosure and express an opinion. Autonomous agents adopt the participant's cloned synthetic voice to validate and reinforce the opinion, simulating a social media echo chamber. Much like online discussions, as time goes by the arguments degenerate, become more extreme, more absolute, all without guidance.","ai, language, voice",General Research,https://s2024.conference-program.org/presentation/?id=artg_186&sess=sess280
sess280,"Full Conference, Full Conference Supporter, Experience, Exhibitor Full Conference, Exhibitor Experience",artg_205,Loss of Sonnet 18,"Junxiu Tang, Jiayi Zhou, Yifang Wang, Xinhuan Shu, Peiquan Xia, Xiaojiao Chen, Tan Tang, Yingcai Wu","This project is an explorative digital art installation that delves into the phenomenon of generation loss in digital signal processing - the inevitable degradation of information (e.g., words) quality through copying and propagation. It transcends the technical realm to probe how this concept applies to the transmission and transformation of words and meanings through time and technology. It consists of a series of videos illustrating the loss of words themselves and their meaning, combined with real-time interpretation from both humans and AI. The project allows the audience to find a border of loss, beyond which, information of words might change.","information, loss, words",General Research,https://s2024.conference-program.org/presentation/?id=artg_205&sess=sess280
sess280,"Full Conference, Full Conference Supporter, Experience, Exhibitor Full Conference, Exhibitor Experience",artg_209,We Forge the Chains We Wear in Life,Yuichiro Katsumoto,"We forge the chains we wear in life is an aphorism by Charles Dickens. This chain is a metaphor for heavy and unbreakable things that bind our ideas and emotions. That is, words that tend to possess our minds and souls can also become chains. This inspired me to create a device that forms letters with chains. The device automatically writes the above aphorism as the work title. When the device finishes writing, the words are deconstructed, the letters return to the chains, and blanks remain. Then, the automatic writing begins again.","aphorism, chains, device",General Research,https://s2024.conference-program.org/presentation/?id=artg_209&sess=sess280
sess280,"Full Conference, Full Conference Supporter, Experience, Exhibitor Full Conference, Exhibitor Experience",artg_210,Disruptive Critters,"Jonathan Duckworth, James Hullick, Ross Eldridge","Disruptive Critters is a playful interactive audiovisual installation designed for live sound art performances by the DuckworthHullickDuo. Amid advances in artificial intelligence, Disruptive Critters provides a humorous exploration of future creativity and digital disruption through the vocalized performative possibilities of autonomous computer-generated critters. Each Critter, with a unique visual identity and vocal repertoire, expresses human emotions, creating layered compositions. The autonomous entities interact dynamically, evolving in sonic complexity and animated form, offering an ambiguous, surprising, and melodic sonic experience. Disruptive Critters challenges traditional sound art that transforms galleries into dynamic performance spaces, offering a unique perspective on human-technology and creativity.","critters, disruptive, offering",General Research,https://s2024.conference-program.org/presentation/?id=artg_210&sess=sess280
sess280,"Full Conference, Full Conference Supporter, Experience, Exhibitor Full Conference, Exhibitor Experience",artg_213,Preceding Emptiness: Alternative Arabic Typographic Technologies,"Levi Hammett, Mohammad Suleiman, Hind Al Saad, Fatima Abbas","Preceding Emptiness was created by xLab co-founders designer Levi Hammett, architect Mohammad Suleiman, together with artist Hind Al Saad, and designer Fatima Abbas. Featured at the VCUarts’ Language-as-Machine exhibition, and the ARS Electronica Festival - the work is the latest light installation in a series that imagines alternative typographic histories by constructing unconventional language-display technologies. It celebrates the formal potential of the Arabic language through bright, blinking words cycling through the segmented display. The words on rotation display the Arabized terms of code statements for Arabic software tools that were first developed by Arab scientists and researchers in the 1980s.","display, language, words",General Research,https://s2024.conference-program.org/presentation/?id=artg_213&sess=sess280
sess280,"Full Conference, Full Conference Supporter, Experience, Exhibitor Full Conference, Exhibitor Experience",artg_247,A Monocular Dialogue,Louis-Philippe Demers,"A Monocular Dialogue incarnates myths in the age of Information and Technology. It is an encounter with a single-eyed robot that stares at you and endlessly whispers its inner ruminations. Underneath this confluence of a Cyclops from Greek mythology and Artificial Intelligence (AI) from modern technology, lie intriguing, albeit metaphorical, similarities.","age, stares, technology",General Research,https://s2024.conference-program.org/presentation/?id=artg_247&sess=sess280
sess280,"Full Conference, Full Conference Supporter, Experience, Exhibitor Full Conference, Exhibitor Experience",artg_274,[sin-gí]:Data Weaving,Hsin-I LIN,"Data Weaving connects digital language and cultural language, developing sound waves of real-time visual programming. It transcodes sound data of local narratives into woven visual patterns, becoming a touchable textile embedded with body artistries and generating local narratives in cross-cultural sound preservations of digital materials. The textiles of  Data Weaving are stored, arranged, and indexed individual messages in a meaning materialized way, and become a trace of the producers' body marks, as well as a way of interaction in which personal language is memorized and cultural textiles are mutually mended.","cultural, language, sound",General Research,https://s2024.conference-program.org/presentation/?id=artg_274&sess=sess280
sess233,"Full Conference, Full Conference Supporter, Virtual Access, Experience, Exhibitor Full Conference, Exhibitor Experience",artpl_102,ReCollection: Creating synthetic memories with AI in an interactive art installation,"weidi zhang, Lijiaozi Cheng, Jieliang Luo","This work integrates AI system design with experimental data visualization, providing a collaborative AI art experience that is intimate, accessible, interactive, unpredictable, and immersive. Beyond its potential as a future therapeutic prototype for dementia groups, this work questions and reflects on imagining collective memory, connects language with generative visuals in a poetic way, and provides a critical future ideation for cultural reproduction.","ai, future, work",General Research,https://s2024.conference-program.org/presentation/?id=artpl_102&sess=sess233
sess233,"Full Conference, Full Conference Supporter, Virtual Access, Experience, Exhibitor Full Conference, Exhibitor Experience",artpl_108,reconFIGURE: Confronting Audiences with Digital Doppelgängers,"Florian Christoph Bruggisser, Chris Elvis Leisi, Pascal Lund-Jensen, Martin Fröhlich, Christopher Llyoid Salter","This work is significant because it translates cutting-edge technology from research into practical artistic applications. It raises critical questions about the aesthetics and ethics surrounding the concept of 'capture'. It also addresses the challenges of machine vision and related issues, including the uncanny imagination, machine error and the profound impact of AI-generated worlds on our reality. It also allows visitors to engage with these insights through an interactive art installation.","addresses, interactive, machine",General Research,https://s2024.conference-program.org/presentation/?id=artpl_108&sess=sess233
sess236,"Full Conference, Full Conference Supporter, Virtual Access, Experience, Exhibitor Full Conference, Exhibitor Experience",artpl_117,Probabilistic Craft- Materialization of generated images using digital and traditional craft.,"Sharan R. Elran, Amit R. Zoran",This work presents a novel approach to creating physical artwork with image generators by opening a new territory for exploration which combines digital and physical. It lays a conceptual framework as well as a practical workflow for craftspeople to utilize the exciting new opportunities offered by generative AI. This work shows how traditional materials and techniques can articulate contemporary digital patterns while conserving their characteristic visual and tactile qualities.,"digital, physical, work",General Research,https://s2024.conference-program.org/presentation/?id=artpl_117&sess=sess236
sess235,"Full Conference, Full Conference Supporter, Virtual Access, Experience, Exhibitor Full Conference, Exhibitor Experience",artpl_119,Unveiling New Artistic Dimensions in Calligraphic Arabic Script with Generative Adversarial Networks,"Arshia Sobhan Sarbandi, Philippe Pasquier, Adam Tindale","Our project merges calligraphic Arabic script with GAN-based generative AI, emphasizing the cultural and artistic significance of blending traditional art with technology. We spotlight generative AI's potential to reimagine underrepresented art forms and underscore the importance of specialized artistic knowledge in this integration. Our artworks demonstrate how this nuanced approach opens new dimensions for traditional arts like calligraphic Arabic script.","ai, generative, script",General Research,https://s2024.conference-program.org/presentation/?id=artpl_119&sess=sess235
sess235,"Full Conference, Full Conference Supporter, Virtual Access, Experience, Exhibitor Full Conference, Exhibitor Experience",artpl_125,The Olympus Programming Language,Daniel Temkin,"Olympus brings a new approach to esolanging, borrowing from Oulipo and digital literature. It blurs the line between natural language and code. Its vocabulary influences its logic, rather than the reverse. It shows the potential of esolangs as full expressions of artistic vision. It is written in am approachable style, which can be a model for others who are less technical to make the leap into esolanging as art.","approach, esolanging, vision",General Research,https://s2024.conference-program.org/presentation/?id=artpl_125&sess=sess235
sess235,"Full Conference, Full Conference Supporter, Virtual Access, Experience, Exhibitor Full Conference, Exhibitor Experience",artpl_130,Southern Wind Algorist: Merging Nine Algorithms with Nine Gay Stories Written in Classical Chinese,Tengchao Zhou,"Southern Wind Algorist, addressing historical non-Western male homosexuality, brings the content of Chinese Studies and Gay &amp; Lesbian Studies to SIGGRAPH, where such artwork has audiences but is rarely presented, creating an opportunity to reflect on an important aspect of human nature and culture, adding to the diversity and inclusion. Algorist from Algorithms &amp; the Artist, a SIGGRAPH 1995 panel. The artwork features two algorithms originally presented at SIGGRAPH.","algorist, siggraph, studies",General Research,https://s2024.conference-program.org/presentation/?id=artpl_130&sess=sess235
sess233,"Full Conference, Full Conference Supporter, Virtual Access, Experience, Exhibitor Full Conference, Exhibitor Experience",artpl_139,Cell Space: Augmented Awareness of Intercorporeality,"Rem RunGu Lin, Botao Hu, Koo Yongen Ke, Wei Wu, Kang Zhang","This paper presents Cell Space as an artwork that makes awareness of the concept of expanded intercorporeality, moving beyond mere physical interaction to a shared bio-digital domain. It offers a new paradigm for applying AR and neurofeedback in contact improvisation, fostering intercorporeal interactions and being sensitive to both individual and collaborative intentionality of its participants.","applying, presents, sensitive",Extended Reality,https://s2024.conference-program.org/presentation/?id=artpl_139&sess=sess233
sess234,"Full Conference, Full Conference Supporter, Virtual Access, Experience, Exhibitor Full Conference, Exhibitor Experience",artpl_142,GPT-ME: A Human-AI Cognitive Assemblage,Avital Meshi,"GPT and I are integrated into one another's existence through a wearable device. GPT is attached to my body, converting my conversations into prompts. My words reflect GPT's generated outputs rather than my own thoughts. I speak GPT. In this symbiotic relationship, my intelligence turns artificial, and GPT turns embodied.","artificial, gpt, turns",General Research,https://s2024.conference-program.org/presentation/?id=artpl_142&sess=sess234
sess234,"Full Conference, Full Conference Supporter, Virtual Access, Experience, Exhibitor Full Conference, Exhibitor Experience",artpl_165,Critical Climate Machine: A Visual and Musical Exploration of Climate Misinformation through Machine Learning,"Gaëtan Robillard, Jérôme Nika","Pioneering new ways to engage with art, technology, and society, Critical Climate Machine directly addresses current misinformation issues. It seeks to mitigate its effects by mediating accurate scientific content, combining machine learning strategies. In this paper, we aim to critically examine the role of such technologies in creating aesthetic experiences that resonate within scientific discourse and public debate.","accurate, machine, scientific",Machine Learning,https://s2024.conference-program.org/presentation/?id=artpl_165&sess=sess234
sess236,"Full Conference, Full Conference Supporter, Virtual Access, Experience, Exhibitor Full Conference, Exhibitor Experience",artpl_170,Handcrafting in Zero Gravity: Reinventing the Spindle as An Artistic Intervention in Space Research,Ebru Kurbak,"Achieving diversity in techno-scientific research is a major theme in today's discourses. However, earlier tendencies continue in practice. The inclusion of people from diverse backgrounds is increasing, but their situated knowledges are not called upon in defining research agendas. The art project Reinventing the Spindle is an exploration of zero gravity textile crafting as a basis for a larger conversation about the politics of space exploration driven by colonial legacies.","exploration, legacies, research",General Research,https://s2024.conference-program.org/presentation/?id=artpl_170&sess=sess236
sess234,"Full Conference, Full Conference Supporter, Virtual Access, Experience, Exhibitor Full Conference, Exhibitor Experience",artpl_173,"Floating on the Boundary: Perseptions of Reality in a Half-Digital, Half-Physical Bunny","Takumi Yokoyama, Kazuya Izumi, Tatsuki Fushimi, Yoichi Ochiai","We present ‘Float’ as a integrated display method with grasses-free 3D display, and the findings of user study. This research has uncovered the ‘Physical-Digital Continuous Illusion’—a phenomenon a sense of object existing across different spaces. The exploration within this work critically engages with culture and technology, as it delves into how individuals recognize reality. The results offer a significant, transformative milestone in the digital-physical interaction narrative.","digital, display, physical",Extended Reality,https://s2024.conference-program.org/presentation/?id=artpl_173&sess=sess234
sess236,"Full Conference, Full Conference Supporter, Virtual Access, Experience, Exhibitor Full Conference, Exhibitor Experience",artps_103,A Concert in a Vanished Church: Contextualizing Peace Island's Auditory History with Modern Technology,"Tak Cheung Hui, Yu Chia Kuo","Our project aims to revitalize archaeological sites through music technology and transform unearthed artifacts and echoes of past lives into auditory experiences. Ashes to Ashes, a live performance, and an accompanying documentary translate archaeological findings into innovative soundscapes using methods like 3D printing, sound synthesis, and data sonification. This interdisciplinary endeavor bridges historical conservation and artistic innovation, deepening public connection with heritage. Our work exemplifies the transformative power of integrating history, archaeology, and modern music technology in reinterpreting human legacy.","archaeological, ashes, technology",General Research,https://s2024.conference-program.org/presentation/?id=artps_103&sess=sess236
sess235,"Full Conference, Full Conference Supporter, Virtual Access, Experience, Exhibitor Full Conference, Exhibitor Experience",artps_109,Ephemera: Language as a Virus — AI-driven Interactive and Immersive Art Installation,"Jiayang Huang, Yue Huang, David Yip, Varvara Guljajeva","In this paper, we present the implementation of Ephemera, a speech-based interactive and immersive installation that elucidates our artistic exploration of the intersection between art, technology, and language. Leveraging multimodal AI technology, we navigate the intricacies of censored language and its visual manifestation, offering a nuanced engagement with sensitive content. Furthermore, we delve into the complexities of language, taboos, and AI, critically examining how our systems may reinforce or disrupt established linguistic and cultural norms.","ai, language, technology",General Research,https://s2024.conference-program.org/presentation/?id=artps_109&sess=sess235
sess233,"Full Conference, Full Conference Supporter, Virtual Access, Experience, Exhibitor Full Conference, Exhibitor Experience",artps_126,Sisyphus': A Robotic Vignette of Systemic Conflict and Democratic Endeavors,Ka Chi Chan,"The robotic art installation explores the symbiosis of art and technology to probe crucial societal issues. It embodies the eternal struggle between suppressive systems and the spirit of collective defiance, using a cybernetic narrative to mirror the complexities of sociopolitical resistance. By intertwining robotic repetition with themes of democracy and persistence, 'Sisyphus' transcends the confines of artistic expression, urging viewers to reflect on the potential of technology as a medium for critiquing and transforming power dynamics.","art, robotic, technology",General Research,https://s2024.conference-program.org/presentation/?id=artps_126&sess=sess233
sess234,"Full Conference, Full Conference Supporter, Virtual Access, Experience, Exhibitor Full Conference, Exhibitor Experience",artps_129,Lightning Artist Toolkit: A Hand-Drawn Volumetric Animation Pipeline,Nick Fox-Gieg,"We propose a set of methods for freely integrating live-action volumetric video with frame-by-frame animation created using 6DoF drawing tools—the Lightning Artist Toolkit (Latk), a complete pipeline for hand-drawn volumetric animation, and as far as we know the only open-source example of its kind. Our goal with this project is to make creation in 3D as expressive and intuitive as creation in 2D, retaining the human gesture from its origins in hand-drawn animation on paper.","animation, hand, volumetric",General Research,https://s2024.conference-program.org/presentation/?id=artps_129&sess=sess234
sess363,"Animation, Art, Audio/Music, Computer Vision, Design, Diversity &amp; Inclusion, Dynamics/Simulation, Environment, Machine Learning, Pipeline, Real-Time, Rendering, VR/AR/MR, Arts &amp; Design, Gaming &amp; Interactive, New Technologies, Production &amp; Animation, Research &amp; Education, Not Livestreamed, Not Recorded, Full Conference, Full Conference Supporter, Experience, Exhibitor Full Conference, Exhibitor Experience",bof_101,How to Get Your Resume &amp; Reel Noticed,Craig Slagel,"The ACM SIGGRAPH Early Career Development Committee’s Resume and Reel Review program has long offered students and early career professionals the chance to have their work reviewed by industry experts at SIGGRAPH conferences. For the first time, this Birds of a Feather session will feature a panel of industry professionals who will discuss and review a selection from this year’s program live. This unique opportunity allows attendees to see real-time reviews, learn what makes a great resume and reel, and ask questions directly to experts. Students and early career professionals can register for a one-on-one session at https://ecdc.siggraph.org.","career, professionals, siggraph",General Research,https://s2024.conference-program.org/presentation/?id=bof_101&sess=sess363
sess237,"Audio/Music, Scientific Visualization, Arts &amp; Design, New Technologies, Production &amp; Animation, Research &amp; Education, Not Livestreamed, Not Recorded, Full Conference, Full Conference Supporter, Experience, Exhibitor Full Conference, Exhibitor Experience",bof_102,The future is fulldome | Immersive Animation Workshop,Juli Tagger,"Join the Immersive Animation Workshop and uncover its incredible journey. Learn how an unfunded project became a reality. This workshop has produced a fulldome film that has won prestigious awards around the globe, such as Japan's Grand Prix and the Audience Choice Award in science visualization, with screenings worldwide. What rules would you use to create unforgettable experiences for an immersive screen? Let's explore the immersive animation manifesto and discuss strategies for producing visually stunning content. Join us for an engaging and inspiring meet-up. Let's do impossible things. Be a part of it! Juli Tagger","animation, immersive, workshop",General Research,https://s2024.conference-program.org/presentation/?id=bof_102&sess=sess237
sess238,"Rendering, Research &amp; Education, Not Livestreamed, Not Recorded, Full Conference, Full Conference Supporter, Experience, Exhibitor Full Conference, Exhibitor Experience",bof_103,Building Render Farms in Academic Institutions: A Case Study of the School of the Art Institute of Chicago,"Emily Kuehn, Emily Kuehn","This presentation will explore the development of SAIC's render farm, from its initial considerations to the final implementation. It will detail the decision-making process, emphasizing the choice of on-premises servers for their cost-effectiveness, scalability, and utilization of in-house expertise. The session will provide insights into collaborative strategies with IT, technology selection, and the management and deployment of the render farm, imparting valuable lessons for institutions looking to develop or enhance their rendering capabilities. Following the presentation, there will be an informal question and discussion period, where participants can exchange successful rendering strategies at their organizations.","farm, rendering, strategies",General Research,https://s2024.conference-program.org/presentation/?id=bof_103&sess=sess238
sess239,"Scientific Visualization, New Technologies, Research &amp; Education, Not Livestreamed, Not Recorded, Full Conference, Full Conference Supporter, Experience, Exhibitor Full Conference, Exhibitor Experience",bof_105,ACM SIGGRAPH Cartographic Visualization Birds of a Feather,Theresa-Marie Rhyne,The ACM SIGGRAPH Cartographic Visualization (Carto) session explores how viewpoints and techniques from the computer graphics community can be effectively applied to cartographic and spatial data sets. Speakers demonstrate their latest tools and application efforts.,"acm, cartographic, tools",General Research,https://s2024.conference-program.org/presentation/?id=bof_105&sess=sess239
sess240,"AI, Research, New Technologies, Research &amp; Education, Not Livestreamed, Not Recorded, Full Conference, Full Conference Supporter, Experience, Exhibitor Full Conference, Exhibitor Experience",bof_106,"Generative AI for Graphics, Vision and 3D","Tomasz Bednarz, David Spoelstra, Mitesh Patel","What an AI powered future might look like? Rapid evolution of computing capabilities enables transforming process of scientific discovery, creative production and invent new ways to experience and interact with art, music, design, film, literature, theatre, fashion and every other sphere of cultural production. This super unique BoF seeks to bring together technologists, artists, arts organizations and researchers to discuss what impact AI and generative technologies may have for our future.","ai, future, production",General Research,https://s2024.conference-program.org/presentation/?id=bof_106&sess=sess240
sess241,"Computer Vision, Scientific Visualization, Arts &amp; Design, New Technologies, Research &amp; Education, Not Livestreamed, Not Recorded, Full Conference, Full Conference Supporter, Experience, Exhibitor Full Conference, Exhibitor Experience",bof_107,"Immersive Visualisation for Science, Research, Art and Metaverse Applications","Tomasz Bednarz, William Sherman","Traditionally (as for the last 10 years), this session is about immersive visualization systems, software, and tools for science, research, scientific visualization, information visualization, art, design and also metaverse. Invited speakers and panelists discuss newest initiatives and developments in immersive space as applied to data exploration, scientific disoveries, and more.","immersive, scientific, visualization",Applications,https://s2024.conference-program.org/presentation/?id=bof_107&sess=sess241
sess273,"Pipeline, Production &amp; Animation, Not Livestreamed, Not Recorded, Full Conference, Full Conference Supporter, Experience, Exhibitor Full Conference, Exhibitor Experience",bof_108,Going Cloud Native,"Doug Sherman, Liviu Constantinescu","This is part of a linked series of Technical Pipeline BoFs, covering the Reference Platform, Renderfarming, Cloud, Pipeline, Storage, and MLOps. Join a participant-driven discussion with key representatives from the graphics community, who will compare experiences and explore techniques related to pushing the production pipeline and correlated resources toward the cloud. This session will focus on peer-to-peer learning, collaboration and creativity, and high-value topics and ideas raised during the session will be elaborated via an ongoing Speaker Series in the Cloud Native Studios user group (https://discord.gg/PU8hygUfbf). Attendees will receive invites to our Beers of a Feather event, the same evening.","cloud, peer, pipeline",General Research,https://s2024.conference-program.org/presentation/?id=bof_108&sess=sess273
sess242,"Dynamics/Simulation, Arts &amp; Design, Gaming &amp; Interactive, New Technologies, Production &amp; Animation, Research &amp; Education, Not Livestreamed, Not Recorded, Full Conference, Full Conference Supporter, Experience, Exhibitor Full Conference, Exhibitor Experience",bof_109,"Computer Graphics for Simulation, VR/AR and Human Factors AI/ML",John Richardson,"This BOF discusses the interdependence between CG/VR/ML and Simulation communities [Simulink/MapleSim/SystemModeler]. Primary topics also include interdependence between VR/AR systems and AI/ML from a Human Factors perspective. Interdependence comprises technical components such as standards but also the willingness to cooperate ethically between the CG/AI/ML and the Simulation/Human Factors communities. Secondary topics include anthropomorphic Human Factors programing with English IDE's and also Internet Of Things programming with parallel data flow IDE's and VR. Voice control and automation of user interfaces is discussed. Plus a few thoughts on Geographic Information Systems and Weather Simulation. Lastly, the logic underpinnings of ML","interdependence, ml, vr",Extended Reality,https://s2024.conference-program.org/presentation/?id=bof_109&sess=sess242
